ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,discontinuous,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN
1TH 4:1!24, ,conj,,καθώς,καθώς,2531,,,,just as,064,64.14,ADV,καθὼς,n52004001024,110181,w,καθὼς,I_Thessalonians,13,1Thess,4,1,10,wg,,,,sub-CL,o,,,,,708,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!25, ,adv,,καί,καί,2532,,,,even,089017 091002,89.93 91.12,CONJ,καὶ,n52004001025,110182,w,καὶ,I_Thessalonians,13,1Thess,4,1,11,wg,,,cl,ADV-V,,,,,,709,wg,,,,sub-CL,o,,,,,708,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,,sentence,,,,,,,,,29,,book,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!26,",",verb,,περιπατέω,περιπατεῖτε,4043,plural,,,you walk [now],041001,41.11,V-PAI-2P,"περιπατεῖτε,",n52004001026,110183,w,περιπατεῖτε,I_Thessalonians,13,1Thess,4,1,11,wg,,,cl,ADV-V,,,,,,709,wg,,,,sub-CL,o,,,,,708,wg,,,cl,,,,,,,700,wg,,,,sub-CL,adv,,,,,699,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,,sentence,,,,,,,,,29,,book,,,,,,,,,,,v,,,second,present,active,indicative,A0:n52004001003,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!27, ,conj,,ἵνα,ἵνα,2443,,,,so,090006,90.22,CONJ,ἵνα,n52004001027,110184,w,ἵνα,I_Thessalonians,13,1Thess,4,1,7,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!28, ,verb,,περισσεύω,περισσεύητε,4052,plural,,,you should abound,078002,78.31,V-PAS-2P,περισσεύητε,n52004001028,110185,w,περισσεύητε,I_Thessalonians,13,1Thess,4,1,8,wg,,,cl,V-ADV,,,,,,710,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,second,present,active,subjunctive,A0:n52004001003,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:1!29,.,adv,,μᾶλλον,μᾶλλον,3123,,,,more,078002,78.28,ADV,μᾶλλον.,n52004001029,110186,w,μᾶλλον,I_Thessalonians,13,1Thess,4,1,8,wg,,,cl,V-ADV,,,,,,710,wg,,,cl,,,,,,,698,wg,,,,that-VP,o,,,,,697,wg,,,cl,,,,,,,691,wg,,,,Conj-CL,,,,,,690,wg,,,,,,,,,,689,sentence,,,,,,,,,29,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!2, ,conj,,γάρ,γάρ,1063,,,,for,089007,89.23,CONJ,γὰρ,n52004002002,110187,w,γὰρ,I_Thessalonians,13,1Thess,4,2,4,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!1, ,verb,,οἶδα,οἴδατε,1492,plural,,,You know,028001,28.1,V-RAI-2P,οἴδατε,n52004002001,110188,w,οἴδατε,I_Thessalonians,13,1Thess,4,2,5,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,second,perfect,active,indicative,A0:n52004001003 A1:n52004002005,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!3, ,pron,interrogative,τίς,τίνας,5101,plural,feminine,accusative,what,,,I-APF,τίνας,n52004002003,110189,w,τίνας,I_Thessalonians,13,1Thess,4,2,7,wg,,,np,AdjpNp,o,,,,,715,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!4, ,noun,common,παραγγελία,παραγγελίας,3852,plural,feminine,accusative,instructions,033032,33.328,N-APF,παραγγελίας,n52004002004,110190,w,παραγγελίας,I_Thessalonians,13,1Thess,4,2,7,wg,,,np,AdjpNp,o,,,,,715,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!5, ,verb,,δίδωμι,ἐδώκαμεν,1325,plural,,,we gave,,,V-AAI-1P,ἐδώκαμεν,n52004002005,110191,w,ἐδώκαμεν,I_Thessalonians,13,1Thess,4,2,6,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,first,aorist,active,indicative,A0:n52001001003;n52003006004;n52002018008 A1:n52004002004 A2:n52004002006,n52001001003 n52003006004 n52002018008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!6, ,pron,personal,σύ,ὑμῖν,4771,plural,,dative,you,,,P-2DP,ὑμῖν,n52004002006,110192,w,ὑμῖν,I_Thessalonians,13,1Thess,4,2,6,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,io,,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!7, ,prep,,διά,διά,1223,,,,through,090001,90.4,PREP,διὰ,n52004002007,110193,w,διὰ,I_Thessalonians,13,1Thess,4,2,7,wg,,,pp,PrepNp,adv,,,,,716,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!8, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,the,092004,92.24,T-GSM,τοῦ,n52004002008,110194,w,τοῦ,I_Thessalonians,13,1Thess,4,2,9,wg,,,np,DetNP,,,,,,718,wg,apposition,,np,Np-Appos,,,,,,717,wg,,,pp,PrepNp,adv,,,,,716,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!9, ,noun,common,κύριος,Κυρίου,2962,singular,masculine,genitive,Lord,012001,12.9{N:001},N-GSM,Κυρίου,n52004002009,110195,w,Κυρίου,I_Thessalonians,13,1Thess,4,2,9,wg,,,np,DetNP,,,,,,718,wg,apposition,,np,Np-Appos,,,,,,717,wg,,,pp,PrepNp,adv,,,,,716,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:2!10,.,noun,proper,Ἰησοῦς,Ἰησοῦ,2424,singular,masculine,genitive,Jesus,093001,93.169a,N-GSM,Ἰησοῦ.,n52004002010,110196,w,Ἰησοῦ,I_Thessalonians,13,1Thess,4,2,8,wg,apposition,,np,Np-Appos,,,,,,717,wg,,,pp,PrepNp,adv,,,,,716,wg,,,cl,O-V-IO-ADV,o,,,,,714,wg,,,cl,V-O,,,,,,713,wg,,,,Conj-CL,,,,,,712,wg,,,,,,,,,,711,sentence,,,,,,,,,30,,book,,,,,,,,,,,,,,,,,,,,,,apposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!2, ,conj,,γάρ,γάρ,1063,,,,for,089007 091001,89.23 91.1,CONJ,γάρ,n52004003002,110197,w,γάρ,I_Thessalonians,13,1Thess,4,3,4,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!1, ,pron,demonstrative,οὗτος,Τοῦτο,3778,singular,neuter,nominative,This,,,D-NSN,Τοῦτο,n52004003001,110198,w,Τοῦτο,I_Thessalonians,13,1Thess,4,3,5,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,,n52004003008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!3, ,verb,,εἰμί,ἐστιν,1510,singular,,,is,,,V-PAI-3S,ἐστιν,n52004003003,110199,w,ἐστιν,I_Thessalonians,13,1Thess,4,3,5,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vc,,,third,present,active,indicative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!4, ,noun,common,θέλημα,θέλημα,2307,singular,neuter,nominative,[the] will,025001,25.2,N-NSN,θέλημα,n52004003004,110200,w,θέλημα,I_Thessalonians,13,1Thess,4,3,6,wg,,,np,NPofNP,s,,,,,722,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!5, ,det,,ὁ,τοῦ,3588,singular,masculine,genitive,-,092004,92.24,T-GSM,τοῦ,n52004003005,110201,w,τοῦ,I_Thessalonians,13,1Thess,4,3,7,wg,,,np,DetNP,,,,,,723,wg,,,np,NPofNP,s,,,,,722,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!6,",",noun,common,θεός,Θεοῦ,2316,singular,masculine,genitive,of God,012001,12.1,N-GSM,"Θεοῦ,",n52004003006,110202,w,Θεοῦ,I_Thessalonians,13,1Thess,4,3,7,wg,,,np,DetNP,,,,,,723,wg,,,np,NPofNP,s,,,,,722,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!7, ,det,,ὁ,ὁ,3588,singular,masculine,nominative,the,092004,92.24,T-NSM,ὁ,n52004003007,110203,w,ὁ,I_Thessalonians,13,1Thess,4,3,8,wg,,,np,DetNP,,,,,,726,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!8, ,noun,common,ἁγιασμός,ἁγιασμός,38,singular,masculine,nominative,sanctification,053006,53.44,N-NSM,ἁγιασμὸς,n52004003008,110204,w,ἁγιασμὸς,I_Thessalonians,13,1Thess,4,3,9,wg,,,np,NPofNP,,,,,,727,wg,,,np,DetNP,,,,,,726,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!9,",",pron,personal,σύ,ὑμῶν,4771,plural,,genitive,of you,,,P-2GP,"ὑμῶν,",n52004003009,110205,w,ὑμῶν,I_Thessalonians,13,1Thess,4,3,9,wg,,,np,NPofNP,,,,,,727,wg,,,np,DetNP,,,,,,726,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!10, ,verb,,ἀπέχω,ἀπέχεσθαι,568,,,,To abstain,013004,13.158,V-PMN,ἀπέχεσθαι,n52004003010,110206,w,ἀπέχεσθαι,I_Thessalonians,13,1Thess,4,3,9,wg,,,cl,V-S-ADV,,,,,,729,wg,,,cl,,,,,apposition,,728,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,,present,middle,infinitive,A0:n52004003011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!11, ,pron,personal,σύ,ὑμᾶς,4771,plural,,accusative,you [are],,,P-2AP,ὑμᾶς,n52004003011,110207,w,ὑμᾶς,I_Thessalonians,13,1Thess,4,3,9,wg,,,cl,V-S-ADV,,,,,,729,wg,,,cl,,,,,apposition,,728,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,n52004001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!12, ,prep,,ἀπό,ἀπό,575,,,,from,,,PREP,ἀπὸ,n52004003012,110208,w,ἀπὸ,I_Thessalonians,13,1Thess,4,3,10,wg,,,pp,PrepNp,adv,,,,,730,wg,,,cl,V-S-ADV,,,,,,729,wg,,,cl,,,,,apposition,,728,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,sentence,,,,,,,,,31,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!13, ,det,,ὁ,τῆς,3588,singular,feminine,genitive,-,092004,92.24,T-GSF,τῆς,n52004003013,110209,w,τῆς,I_Thessalonians,13,1Thess,4,3,11,wg,,,np,DetNP,,,,,,731,wg,,,pp,PrepNp,adv,,,,,730,wg,,,cl,V-S-ADV,,,,,,729,wg,,,cl,,,,,apposition,,728,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 4:3!14,",",noun,common,πορνεία,πορνείας,4202,singular,feminine,genitive,sexual immorality,088036,88.271,N-GSF,"πορνείας,",n52004003014,110210,w,πορνείας,I_Thessalonians,13,1Thess,4,3,11,wg,,,np,DetNP,,,,,,731,wg,,,pp,PrepNp,adv,,,,,730,wg,,,cl,V-S-ADV,,,,,,729,wg,,,cl,,,,,apposition,,728,wg,apposition,,np,NP-CL,p,,,,,725,wg,,,cl,P2CL,o,Verbless,,,,724,wg,,,cl,,,,,,,721,wg,,,,Conj-CL,,,,,,720,wg,,,,,,,,,,719,,sentence,,,,,,,,,31,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
