ref,after,class,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,degree,type,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,role,referent,person,tense,voice,mood,frame,subjref,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,discontinuous,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,junction
3JN 1:10!24, ,noun,ἀδελφός,ἀδελφούς,80,plural,masculine,accusative,brothers,011002,11.23,N-APM,ἀδελφοὺς,n64001010024,127406,w,ἀδελφοὺς,III_John,25,3John,1,10,8,wg,,,np,DetNP,o,,,,,104,wg,,,cl,S-V-O,,,,,,103,wg,group,,,,,,,,,102,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,,common,wg,,,,,,,,,,97,sentence,,,,,,,,,11,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!25, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001010025,127407,w,καὶ,III_John,25,3John,1,10,6,wg,group,,,,,,,,,105,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,sentence,,,,,,,,,11,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!26, ,det,ὁ,τούς,3588,plural,masculine,accusative,those,092004,92.24,T-APM,τοὺς,n64001010026,127408,w,τοὺς,III_John,25,3John,1,10,8,wg,,,,DetCL,o,,,,,107,wg,,,cl,O-V,,,,,,106,wg,group,,,,,,,,,105,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,,,wg,,,,,,,,,,97,sentence,,,,,,,,,11,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!27, ,verb,βούλομαι,βουλομένους,1014,plural,masculine,accusative,purposing,030004,30.56,V-PNP-APM,βουλομένους,n64001010027,127409,w,βουλομένους,III_John,25,3John,1,10,9,wg,,,cl,V2CL,,,,,,108,wg,,,,DetCL,o,,,,,107,wg,,,cl,O-V,,,,,,106,wg,group,,,,,,,,,105,wg,,,cl,,,,,,,99,,,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,v,,,present,middlepassive,participle,A0:n00000000000,,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!28, ,verb,κωλύω,κωλύει,2967,singular,,,he forbids,013004,13.146,V-PAI-3S,κωλύει,n64001010028,127410,w,κωλύει,III_John,25,3John,1,10,7,wg,,,cl,O-V,,,,,,106,wg,group,,,,,,,,,105,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,,,sentence,,,,,,,,,11,,book,,,,,,,,,,,v,,third,present,active,indicative,A0:n64001009007 A1:n64001010027,n64001009007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!29, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001010029,127411,w,καὶ,III_John,25,3John,1,10,6,wg,group,,,,,,,,,109,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,sentence,,,,,,,,,11,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!30, ,prep,ἐκ,ἐκ,1537,,,,from,,,PREP,ἐκ,n64001010030,127412,w,ἐκ,III_John,25,3John,1,10,8,wg,,,pp,PrepNp,adv,,,,,111,wg,,,cl,ADV-V,,,,,,110,wg,group,,,,,,,,,109,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,,,wg,,,,,,,,,,97,sentence,,,,,,,,,11,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!31, ,det,ὁ,τῆς,3588,singular,feminine,genitive,the,092004,92.24,T-GSF,τῆς,n64001010031,127413,w,τῆς,III_John,25,3John,1,10,9,wg,,,np,DetNP,,,,,,112,wg,,,pp,PrepNp,adv,,,,,111,wg,,,cl,ADV-V,,,,,,110,wg,group,,,,,,,,,109,wg,,,cl,,,,,,,99,,,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,,,,,,,,,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!32, ,noun,ἐκκλησία,ἐκκλησίας,1577,singular,feminine,genitive,church,011002,11.32,N-GSF,ἐκκλησίας,n64001010032,127414,w,ἐκκλησίας,III_John,25,3John,1,10,9,wg,,,np,DetNP,,,,,,112,wg,,,pp,PrepNp,adv,,,,,111,wg,,,cl,ADV-V,,,,,,110,wg,group,,,,,,,,,109,wg,,,cl,,,,,,,99,,common,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,,,,,,,,,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:10!33,.,verb,ἐκβάλλω,ἐκβάλλει,1544,singular,,,he casts [them] out,015004,15.44,V-PAI-3S,ἐκβάλλει.,n64001010033,127415,w,ἐκβάλλει,III_John,25,3John,1,10,7,wg,,,cl,ADV-V,,,,,,110,wg,group,,,,,,,,,109,wg,,,cl,,,,,,,99,wg,,,,Conj-CL,,,,,,98,wg,,,,,,,,,,97,,,sentence,,,,,,,,,11,,book,,,,,,,,,,,v,,third,present,active,indicative,A0:n64001009007,n64001009007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!1,",",adj,ἀγαπητός,Ἀγαπητέ,27,singular,masculine,vocative,Beloved,025003,25.45,A-VSM,"Ἀγαπητέ,",n64001011001,127416,w,Ἀγαπητέ,III_John,25,3John,1,11,5,wg,,,,Np2CL,,Minor,,,,115,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!2, ,adv,μή,μή,3361,,,,not,,,PRT-N,μὴ,n64001011002,127417,w,μὴ,III_John,25,3John,1,11,4,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!3, ,verb,μιμέομαι,μιμοῦ,3401,singular,,,do imitate,041004,41.44,V-PNM-2S,μιμοῦ,n64001011003,127418,w,μιμοῦ,III_John,25,3John,1,11,5,wg,,,cl,V-O,,,,,,116,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,second,present,middlepassive,imperative,A0:n64001011001 A1:n64001011005,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!4, ,det,ὁ,τό,3588,singular,neuter,accusative,what [is],092004,92.24,T-ASN,τὸ,n64001011004,127419,w,τὸ,III_John,25,3John,1,11,6,wg,,,np,DetAdj,o,,,,,117,wg,,,cl,V-O,,,,,,116,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!5, ,adj,κακός,κακόν,2556,singular,neuter,accusative,evil,088015,88.106,A-ASN,κακὸν,n64001011005,127420,w,κακὸν,III_John,25,3John,1,11,6,wg,,,np,DetAdj,o,,,,,117,wg,,,cl,V-O,,,,,,116,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!6, ,conj,ἀλλά,ἀλλά,235,,,,but,089023,89.125,CONJ,ἀλλὰ,n64001011006,127421,w,ἀλλὰ,III_John,25,3John,1,11,4,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!7, ,det,ὁ,τό,3588,singular,neuter,accusative,what [is],092004,92.24,T-ASN,τὸ,n64001011007,127422,w,τὸ,III_John,25,3John,1,11,6,wg,,,np,DetAdj,o,,,,,119,wg,,,cl,O2CL,,VerbElided,,,,118,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!8,.,adj,ἀγαθός,ἀγαθόν,18,singular,neuter,accusative,good,088001,88.1,A-ASN,ἀγαθόν.,n64001011008,127423,w,ἀγαθόν,III_John,25,3John,1,11,6,wg,,,np,DetAdj,o,,,,,119,wg,,,cl,O2CL,,VerbElided,,,,118,wg,,,cl,,,,,,,114,wg,,,,,,,,,,113,sentence,,,,,,,,,12,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!9, ,det,ὁ,ὁ,3588,singular,masculine,nominative,The [one],092004,92.24,T-NSM,ὁ,n64001011009,127424,w,ὁ,III_John,25,3John,1,11,5,wg,,,,DetCL,s,,,,,122,wg,,,cl,S-P-VC,,,,,,121,wg,,,,,,,,,,120,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!10, ,verb,ἀγαθοποιέω,ἀγαθοποιῶν,15,singular,masculine,nominative,doing good,088001,88.3,V-PAP-NSM,ἀγαθοποιῶν,n64001011010,127425,w,ἀγαθοποιῶν,III_John,25,3John,1,11,6,wg,,,cl,V2CL,,,,,,123,wg,,,,DetCL,s,,,,,122,wg,,,cl,S-P-VC,,,,,,121,wg,,,,,,,,,,120,sentence,,,,,,,,,13,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,,present,active,participle,A0:n00000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!11, ,prep,ἐκ,ἐκ,1537,,,,of,089003,89.3,PREP,ἐκ,n64001011011,127426,w,ἐκ,III_John,25,3John,1,11,5,wg,,,pp,PrepNp,p,,,,,124,wg,,,cl,S-P-VC,,,,,,121,wg,,,,,,,,,,120,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!12, ,det,ὁ,τοῦ,3588,singular,masculine,genitive,-,092004,92.24,T-GSM,τοῦ,n64001011012,127427,w,τοῦ,III_John,25,3John,1,11,6,wg,,,np,DetNP,,,,,,125,wg,,,pp,PrepNp,p,,,,,124,wg,,,cl,S-P-VC,,,,,,121,wg,,,,,,,,,,120,sentence,,,,,,,,,13,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!13, ,noun,θεός,Θεοῦ,2316,singular,masculine,genitive,God,012001,12.1,N-GSM,Θεοῦ,n64001011013,127428,w,Θεοῦ,III_John,25,3John,1,11,6,wg,,,np,DetNP,,,,,,125,wg,,,pp,PrepNp,p,,,,,124,wg,,,cl,S-P-VC,,,,,,121,wg,,,,,,,,,,120,sentence,,,,,,,,,13,,,common,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!14,·,verb,εἰμί,ἐστιν,1510,singular,,,is,,,V-PAI-3S,ἐστιν·,n64001011014,127429,w,ἐστιν,III_John,25,3John,1,11,4,wg,,,cl,S-P-VC,,,,,,121,wg,,,,,,,,,,120,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vc,,third,present,active,indicative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!15, ,det,ὁ,ὁ,3588,singular,masculine,nominative,the [one],092004,92.24,T-NSM,ὁ,n64001011015,127430,w,ὁ,III_John,25,3John,1,11,5,wg,,,,DetCL,s,,,,,128,wg,,,cl,S-ADV-V-O,,,,,,127,wg,,,,,,,,,,126,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!16, ,verb,κακοποιέω,κακοποιῶν,2554,singular,masculine,nominative,doing evil,088015,88.112,V-PAP-NSM,κακοποιῶν,n64001011016,127431,w,κακοποιῶν,III_John,25,3John,1,11,6,wg,,,cl,V2CL,,,,,,129,wg,,,,DetCL,s,,,,,128,wg,,,cl,S-ADV-V-O,,,,,,127,wg,,,,,,,,,,126,sentence,,,,,,,,,14,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,,present,active,participle,A0:n00000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!17, ,adv,οὐ,οὐχ,3756,,,,not,,,PRT-N,οὐχ,n64001011017,127432,w,οὐχ,III_John,25,3John,1,11,4,wg,,,cl,S-ADV-V-O,,,,,,127,wg,,,,,,,,,,126,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!18, ,verb,ὁράω,ἑώρακεν,3708,singular,,,has seen,024001,24.1,V-RAI-3S-ATT,ἑώρακεν,n64001011018,127433,w,ἑώρακεν,III_John,25,3John,1,11,4,wg,,,cl,S-ADV-V-O,,,,,,127,wg,,,,,,,,,,126,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,perfect,active,indicative,A0:n64001011016 A1:n64001011020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!19, ,det,ὁ,τόν,3588,singular,masculine,accusative,-,092004,92.24,T-ASM,τὸν,n64001011019,127434,w,τὸν,III_John,25,3John,1,11,5,wg,,,np,DetNP,o,,,,,130,wg,,,cl,S-ADV-V-O,,,,,,127,wg,,,,,,,,,,126,sentence,,,,,,,,,14,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:11!20,.,noun,θεός,Θεόν,2316,singular,masculine,accusative,God,012001,12.1,N-ASM,Θεόν.,n64001011020,127435,w,Θεόν,III_John,25,3John,1,11,5,wg,,,np,DetNP,o,,,,,130,wg,,,cl,S-ADV-V-O,,,,,,127,wg,,,,,,,,,,126,sentence,,,,,,,,,14,,book,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!1, ,noun,Δημήτριος,Δημητρίῳ,1216,singular,masculine,dative,To Demetrius,093001,93.93b,N-DSM,Δημητρίῳ,n64001012001,127436,w,Δημητρίῳ,III_John,25,3John,1,12,4,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,proper,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!2, ,verb,μαρτυρέω,μεμαρτύρηται,3140,singular,,,witness has been given,033020,33.263,V-RPI-3S,μεμαρτύρηται,n64001012002,127437,w,μεμαρτύρηται,III_John,25,3John,1,12,4,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,perfect,passive,indicative,A1:n00000000000 A2:n64001012001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!3, ,prep,ὑπό,ὑπό,5259,,,,by,090001,90.1,PREP,ὑπὸ,n64001012003,127438,w,ὑπὸ,III_John,25,3John,1,12,6,wg,,,pp,PrepNp,,,,,,134,wg,,,,Conj2Pp,adv,,,,,133,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,sentence,,,,,,,,,15,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!4, ,adj,πᾶς,πάντων,3956,plural,masculine,genitive,all,059003,59.23,A-GPM,πάντων,n64001012004,127439,w,πάντων,III_John,25,3John,1,12,6,wg,,,pp,PrepNp,,,,,,134,wg,,,,Conj2Pp,adv,,,,,133,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,sentence,,,,,,,,,15,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!5, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001012005,127440,w,καὶ,III_John,25,3John,1,12,6,wg,group,,,,,,,,,135,wg,,,,Conj2Pp,adv,,,,,133,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,sentence,,,,,,,,,15,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!6, ,prep,ὑπό,ὑπό,5259,,,,by,,,PREP,ὑπὸ,n64001012006,127441,w,ὑπὸ,III_John,25,3John,1,12,7,wg,,,pp,PrepNp,,,,,,136,wg,group,,,,,,,,,135,wg,,,,Conj2Pp,adv,,,,,133,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,,,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!7, ,pron,αὐτός,αὐτῆς,846,singular,feminine,genitive,itself,,,P-GSF,αὐτῆς,n64001012007,127442,w,αὐτῆς,III_John,25,3John,1,12,8,wg,,,np,PronNP,,,,,,137,wg,,,pp,PrepNp,,,,,,136,wg,group,,,,,,,,,135,wg,,,,Conj2Pp,adv,,,,,133,wg,,,cl,ADV-V-ADV,,,,,,132,,personal,wg,,,,,,,,,,131,sentence,,,,,,,,,15,,,n64001012009,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!8, ,det,ὁ,τῆς,3588,singular,feminine,genitive,the,092004,92.24,T-GSF,τῆς,n64001012008,127443,w,τῆς,III_John,25,3John,1,12,9,wg,,,np,DetNP,,,,,,138,wg,,,np,PronNP,,,,,,137,wg,,,pp,PrepNp,,,,,,136,wg,group,,,,,,,,,135,wg,,,,Conj2Pp,adv,,,,,133,,,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,,,,,,,,,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!9,·,noun,ἀλήθεια,ἀληθείας,225,singular,feminine,genitive,truth,072001,72.2,N-GSF,ἀληθείας·,n64001012009,127444,w,ἀληθείας,III_John,25,3John,1,12,9,wg,,,np,DetNP,,,,,,138,wg,,,np,PronNP,,,,,,137,wg,,,pp,PrepNp,,,,,,136,wg,group,,,,,,,,,135,wg,,,,Conj2Pp,adv,,,,,133,,common,wg,,,cl,ADV-V-ADV,,,,,,132,wg,,,,,,,,,,131,,,,,,,,,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!12, ,conj,δέ,δέ,1161,,,,also,,,CONJ,δὲ,n64001012012,127445,w,δὲ,III_John,25,3John,1,12,4,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!10, ,adv,καί,καί,2532,,,,and,089017,89.93,CONJ,καὶ,n64001012010,127446,w,καὶ,III_John,25,3John,1,12,7,wg,,,np,AdvpNp,s,,,,,143,wg,,,cl,S-V,,,,,,142,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,,,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!11, ,pron,ἐγώ,ἡμεῖς,1473,plural,,nominative,we,092002,92.4,P-1NP,ἡμεῖς,n64001012011,127447,w,ἡμεῖς,III_John,25,3John,1,12,7,wg,,,np,AdvpNp,s,,,,,143,wg,,,cl,S-V,,,,,,142,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,,personal,sentence,,,,,,,,,16,,book,,,,,,,,,,,,n64001001002 n64001010024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!13,",",verb,μαρτυρέω,μαρτυροῦμεν,3140,plural,,,bear witness,033020,33.262,V-PAI-1P,"μαρτυροῦμεν,",n64001012013,127448,w,μαρτυροῦμεν,III_John,25,3John,1,12,6,wg,,,cl,S-V,,,,,,142,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,,,book,,,,,,,,,,,,,,,,,,,,,,v,,first,present,active,indicative,A0:n64001012011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!14, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n64001012014,127449,w,καὶ,III_John,25,3John,1,12,6,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!15, ,verb,οἶδα,οἶδας,1492,singular,,,you know,028001,28.1,V-RAI-2S,οἶδας,n64001012015,127450,w,οἶδας,III_John,25,3John,1,12,7,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,wg,,,,,,,,,,139,,,sentence,,,,,,,,,16,,book,,,,,,,,,,,v,,second,perfect,active,indicative,A0:n64001011001,n64001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!16, ,conj,ὅτι,ὅτι,3754,,,,that,,,CONJ,ὅτι,n64001012016,127451,w,ὅτι,III_John,25,3John,1,12,8,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,,,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!17, ,det,ὁ,ἡ,3588,singular,feminine,nominative,the,092004,92.24,T-NSF,ἡ,n64001012017,127452,w,ἡ,III_John,25,3John,1,12,10,wg,,,np,DetNP,s,,,,,148,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,wg,group,,,,,,,,,144,,,wg,,,,CLaCL,,,,,,141,wg,,,,Conj-CL,,,,,,140,,,,,,,,,wg,,,,,,,,,,139,,sentence,,,,,,,,,16,,book,,,,,,,,,,,,,,,,,,,,,,
3JN 1:12!18, ,noun,μαρτυρία,μαρτυρία,3141,singular,feminine,nominative,testimony,033020,33.264,N-NSF,μαρτυρία,n64001012018,127453,w,μαρτυρία,III_John,25,3John,1,12,11,wg,,,np,NPofNP,,,,,,149,wg,,,np,DetNP,s,,,,,148,wg,,,cl,S-P-VC,,,,,,147,wg,,,,that-VP,o,,,,,146,wg,,,cl,,,,,,,145,,common,wg,group,,,,,,,,,144,wg,,,,CLaCL,,,,,,141,,,,,,,,,wg,,,,Conj-CL,,,,,,140,,wg,,,,,,,,,,139,sentence,,,,,,,,,16,,book,,,,,,,,,,,
